2023-01-15 16:32:07.671550936 +0700 WIB m=+2.383153783,OUT,START,update," .../ztplAppDirectory/config/feature_flag.py        |  37 ++-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671554986 +0700 WIB m=+2.383157833,OUT,START,update," .../appTemplate/ztplAppDirectory/config/kafka.py   |  50 ++--",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671557979 +0700 WIB m=+2.383160826,OUT,START,update," .../appTemplate/ztplAppDirectory/config/log.py     |   3 +",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671561042 +0700 WIB m=+2.383163888,OUT,START,update," .../ztplAppDirectory/config/messagebus_factory.py  |  51 +++-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671576099 +0700 WIB m=+2.383178945,OUT,START,update," .../config/page_template_factory.py                |  33 +--",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671582728 +0700 WIB m=+2.383185575,OUT,START,update," .../appTemplate/ztplAppDirectory/config/rmq.py     |   9 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671586066 +0700 WIB m=+2.383188913,OUT,START,update," .../appTemplate/ztplAppDirectory/config/rpc.py     |   2 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671592852 +0700 WIB m=+2.383195733,OUT,START,update," .../ztplAppDirectory/config/rpc_factory.py         |  26 ++-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671768968 +0700 WIB m=+2.383371826,OUT,START,update," .../appTemplate/ztplAppDirectory/config/ui.py      |  16 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671771826 +0700 WIB m=+2.383374673,OUT,START,update," .../appTemplate/ztplAppDirectory/config/url.py     |  36 ++-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671775202 +0700 WIB m=+2.383378050,OUT,START,update," .../ztplAppDirectory/core/menu/menu_service.py     | 185 ++++++++++++---",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671778934 +0700 WIB m=+2.383381783,OUT,START,update," .../core/menu/test_menu_service.py                 | 185 ++++++++++-----",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671809876 +0700 WIB m=+2.383412731,OUT,START,update," .../core/menu/test_menu_service_util.py            |  75 ++++--",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671814641 +0700 WIB m=+2.383417492,OUT,START,update," .../core/page/page_template_exception.py           |  18 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671817656 +0700 WIB m=+2.383420512,OUT,START,update," .../security/middleware/default_user_fetcher.py    |  61 ++++-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671821127 +0700 WIB m=+2.383423978,OUT,START,update," .../middleware/test_default_user_fetcher.py        |  19 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671891127 +0700 WIB m=+2.383494068,OUT,START,update," .../middleware/test_default_user_fetcher_util.py   |  17 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671894138 +0700 WIB m=+2.383497162,OUT,START,update," .../core/security/middleware/user_fetcher.py       |   5 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671897602 +0700 WIB m=+2.383500911,OUT,START,update," .../core/security/rule/auth_rule.py                |  11 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671913834 +0700 WIB m=+2.383516720,OUT,START,update," .../core/security/rule/default_auth_rule.py        |  28 ++-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.67191691 +0700 WIB m=+2.383519793,OUT,START,update," .../core/security/rule/no_auth_rule.py             |  26 ++-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.6719199 +0700 WIB m=+2.383522787,OUT,START,update," .../core/security/rule/test_default_auth_rule.py   |  91 ++++++--",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671923052 +0700 WIB m=+2.383525925,OUT,START,update," .../security/rule/test_default_auth_rule_util.py   |   7 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671927001 +0700 WIB m=+2.383529869,OUT,START,update," .../core/security/rule/test_no_auth_rule.py        |  87 +++++--",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671930334 +0700 WIB m=+2.383533181,OUT,START,update," .../core/security/service/auth_service.py          | 161 +++++++++----",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671933613 +0700 WIB m=+2.383536478,OUT,START,update," .../core/security/service/test_auth_service.py     | 106 +++++----",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.67193672 +0700 WIB m=+2.383539687,OUT,START,update," .../security/service/test_auth_service_util.py     |  13 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671947221 +0700 WIB m=+2.383550097,OUT,START,update," .../ztplAppDirectory/core/session/session_route.py | 195 +++++++++++-----",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671950398 +0700 WIB m=+2.383553269,OUT,START,update," .../ztplAppDirectory/core/session/session_rpc.py   |  62 +++--",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671953655 +0700 WIB m=+2.383556542,OUT,START,update," .../core/session/session_service.py                |  55 ++++-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671956788 +0700 WIB m=+2.383559672,OUT,START,update," .../core/session/test_session_service.py           |  16 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672036957 +0700 WIB m=+2.383639830,OUT,START,update," .../core/token/jwt_token_service.py                |  48 ++--",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671887331 +0700 WIB m=+2.383490260,OUT,START,update," .../core/token/test_jwt_token_service.py           |  14 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.67204746 +0700 WIB m=+2.383650307,OUT,START,update," .../ztplAppDirectory/core/token/token_service.py   |  13 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672223278 +0700 WIB m=+2.383826130,OUT,START,update," .../ztplAppDirectory/helper/config/__init__.py     |   5 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672478048 +0700 WIB m=+2.384080906,OUT,START,update," .../ztplAppDirectory/helper/config/boolean.py      |  29 ++-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672546902 +0700 WIB m=+2.384149755,OUT,START,update," .../ztplAppDirectory/helper/config/dir.py          |   8 +",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672551371 +0700 WIB m=+2.384154220,OUT,START,update," .../ztplAppDirectory/helper/config/log.py          |  31 +++",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672592712 +0700 WIB m=+2.384195619,OUT,START,update," .../ztplAppDirectory/helper/config/url.py          |   5 +",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672641065 +0700 WIB m=+2.384243920,OUT,START,update," .../helper/transport/kafka_avro_config.py          |  51 ++--",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672043466 +0700 WIB m=+2.383646356,OUT,START,update," .../helper/transport/kafka_avro_messagebus.py      | 181 +++++++++++----",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672482534 +0700 WIB m=+2.384085413,OUT,START,update," .../helper/transport/kafka_config.py               |  34 ++-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672494585 +0700 WIB m=+2.384097497,OUT,START,update," .../helper/transport/kafka_helper.py               |  39 ++--",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672565304 +0700 WIB m=+2.384168173,OUT,START,update," .../helper/transport/kafka_messagebus.py           | 170 ++++++++++----",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672477712 +0700 WIB m=+2.384080582,OUT,START,update," .../helper/transport/local_messagebus.py           |  27 ++-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672590707 +0700 WIB m=+2.384193594,OUT,START,update," .../ztplAppDirectory/helper/transport/local_rpc.py |  36 ++-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672550326 +0700 WIB m=+2.384153223,OUT,START,update," .../helper/transport/messagebus.py                 |  27 ++-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672607537 +0700 WIB m=+2.384210385,OUT,START,update," .../helper/transport/rmq_config.py                 |  49 +++-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672651784 +0700 WIB m=+2.384254637,OUT,START,update," .../helper/transport/rmq_connection.py             |  32 +--",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.67138412 +0700 WIB m=+2.382986971,OUT,START,update," .../helper/transport/rmq_messagebus.py             | 161 +++++++++----",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671465123 +0700 WIB m=+2.383067978,OUT,START,update," .../ztplAppDirectory/helper/transport/rmq_rpc.py   | 257 ++++++++++++++++-----",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671469282 +0700 WIB m=+2.383072129,OUT,START,update," .../ztplAppDirectory/helper/transport/rpc.py       |  23 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671473693 +0700 WIB m=+2.383076540,OUT,START,update," .../ztplAppDirectory/helper/transport/serial.py    |  17 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671476984 +0700 WIB m=+2.383079830,OUT,START,update," .../helper/transport/test_kafka_avro_mb.py         |  28 ++-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671486138 +0700 WIB m=+2.383088995,OUT,START,update," .../helper/transport/test_kafka_mb.py              |  27 ++-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671554607 +0700 WIB m=+2.383157461,OUT,START,update," .../helper/transport/test_local_rpc.py             |   7 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671559404 +0700 WIB m=+2.383162297,OUT,START,update," .../helper/transport/test_rmq_mb.py                |  16 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671569274 +0700 WIB m=+2.383172129,OUT,START,update," .../helper/transport/test_rmq_rpc.py               |  15 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671573038 +0700 WIB m=+2.383175925,OUT,START,update," .../fastApp/appTemplate/ztplAppDirectory/main.py   | 140 +++++++----",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671632285 +0700 WIB m=+2.383235136,OUT,START,update," .../module/auth/role/repo/db_role_repo.py          |  43 ++--",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671635899 +0700 WIB m=+2.383238826,OUT,START,update," .../module/auth/role/repo/role_repo.py             |   1 +",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671639004 +0700 WIB m=+2.383241851,OUT,START,update," .../module/auth/role/role_route.py                 | 189 ++++++++++-----",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671641708 +0700 WIB m=+2.383244620,OUT,START,update," .../ztplAppDirectory/module/auth/role/role_rpc.py  |  84 +++++--",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671811029 +0700 WIB m=+2.383413907,OUT,START,update," .../module/auth/role/test_role_service.py          |   8 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671814347 +0700 WIB m=+2.383417221,OUT,START,update," .../module/auth/role/test_role_service_util.py     |   2 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.67181733 +0700 WIB m=+2.383420321,OUT,START,update," .../ztplAppDirectory/module/auth/route.py          |  29 ++-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671820802 +0700 WIB m=+2.383423692,OUT,START,update," .../module/auth/user/default_user_service.py       | 119 ++++++----",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671515033 +0700 WIB m=+2.383117971,OUT,START,update," .../module/auth/user/repo/db_user_repo.py          | 109 ++++++---",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671644213 +0700 WIB m=+2.383247123,OUT,START,update," .../module/auth/user/repo/user_repo.py             |  21 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.67164808 +0700 WIB m=+2.383250937,OUT,START,update," .../module/auth/user/test_default_user_service.py  |  12 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671651731 +0700 WIB m=+2.383254616,OUT,START,update," .../auth/user/test_default_user_service_util.py    |   2 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671654548 +0700 WIB m=+2.383257396,OUT,START,update," .../module/auth/user/user_route.py                 | 167 +++++++++----",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671665145 +0700 WIB m=+2.383268053,OUT,START,update," .../ztplAppDirectory/module/auth/user/user_rpc.py  | 111 ++++++---",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671668215 +0700 WIB m=+2.383271099,OUT,START,update," .../module/auth/user/user_service.py               |  29 ++-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.67167148 +0700 WIB m=+2.383274328,OUT,START,update," .../module/cms/content/content_route.py            | 186 ++++++++++-----",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671675763 +0700 WIB m=+2.383278610,OUT,START,update," .../module/cms/content/content_rpc.py              |  79 +++++--",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672001472 +0700 WIB m=+2.383604360,OUT,START,update," .../module/cms/content/content_service.py          | 108 +++++----",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672004593 +0700 WIB m=+2.383607476,OUT,START,update," .../module/cms/content/repo/content_repo.py        |   5 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672007663 +0700 WIB m=+2.383610576,OUT,START,update," .../module/cms/content/repo/db_content_repo.py     |  90 +++++---",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.672010943 +0700 WIB m=+2.383614018,OUT,START,update," .../module/cms/content/test_content_service.py     |   6 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671481415 +0700 WIB m=+2.383084403,OUT,START,update," .../cms/content/test_content_service_util.py       |   2 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.67174911 +0700 WIB m=+2.383351967,OUT,START,update," .../module/cms/content_type/content_type_route.py  | 199 +++++++++++-----",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671753471 +0700 WIB m=+2.383356357,OUT,START,update," .../module/cms/content_type/content_type_rpc.py    |  91 ++++++--",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671756749 +0700 WIB m=+2.383359632,OUT,START,update," .../cms/content_type/content_type_service.py       | 126 ++++++----",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671760032 +0700 WIB m=+2.383362919,OUT,START,update," .../cms/content_type/repo/content_type_repo.py     |   9 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671764552 +0700 WIB m=+2.383367416,OUT,START,update," .../cms/content_type/repo/db_content_type_repo.py  |  85 ++++---",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671767658 +0700 WIB m=+2.383370515,OUT,START,update," .../cms/content_type/test_content_type_service.py  |   6 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671770777 +0700 WIB m=+2.383373651,OUT,START,update," .../content_type/test_content_type_service_util.py |   2 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671773915 +0700 WIB m=+2.383376792,OUT,START,update," .../content_type_seeder_service.py                 |  21 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.67180066 +0700 WIB m=+2.383403566,OUT,START,update," .../ztplAppDirectory/module/cms/event.py           |   2 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671803197 +0700 WIB m=+2.383406144,OUT,START,update," .../ztplAppDirectory/module/cms/route.py           |   4 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671806606 +0700 WIB m=+2.383409495,OUT,START,update," .../appTemplate/ztplAppDirectory/module/cms/rpc.py |   2 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671809859 +0700 WIB m=+2.383412706,OUT,START,update," .../module/log/activity/activity_event.py          |  18 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671660966 +0700 WIB m=+2.383263833,OUT,START,update," .../module/log/activity/activity_route.py          | 136 ++++++++---",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671669713 +0700 WIB m=+2.383272577,OUT,START,update," .../module/log/activity/activity_rpc.py            |  59 +++--",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671674786 +0700 WIB m=+2.383277660,OUT,START,update," .../module/log/activity/activity_service.py        |  55 +++--",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671678344 +0700 WIB m=+2.383281195,OUT,START,update," .../module/log/activity/repo/activity_repo.py      |   7 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671681435 +0700 WIB m=+2.383284363,OUT,START,update," .../module/log/activity/repo/db_activity_repo.py   |  73 +++---",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671789644 +0700 WIB m=+2.383392496,OUT,START,update," .../module/log/activity/test_activity_service.py   |   2 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671792927 +0700 WIB m=+2.383395868,OUT,START,update," .../log/activity/test_activity_service_util.py     |  19 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671795883 +0700 WIB m=+2.383398740,OUT,START,update," .../ztplAppDirectory/module/log/event.py           |   2 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671799011 +0700 WIB m=+2.383401909,OUT,START,update," .../ztplAppDirectory/module/log/route.py           |   4 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671963146 +0700 WIB m=+2.383566025,OUT,START,update," .../appTemplate/ztplAppDirectory/module/log/rpc.py |   2 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671965738 +0700 WIB m=+2.383568611,OUT,START,update," .../pages/default-partials/include-css.html        |   2 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
2023-01-15 16:32:07.671968917 +0700 WIB m=+2.383571764,OUT,START,update," .../pages/default-partials/include-js.html         |  12 +-",argentGame-d6866dd5-cd36-468a-8d63-f0313aa30ed0
